Cusip,ISIN,Description,Ticker,Coupon,Maturity,Composite Rating,Currency,Country,Sector Level 1,Sector Level 2,Sector Level 3,Sector Level 4,Type,Face Value,Price,Accrued Interest,% Weight,Cash,Duration To Worst,Yield to Worst,Effective Duration,Effective Yield,OAS vs Govt,Prior Month-End Price,Prior Month-End Accrued Interest,Prior Month-End % Weight,Prior Month-End Duration To Worst,Prior Month-End Yield To Worst,Prior Month-End Effective Duration,Prior Month-End Effective Yield,Prior Month-End OAS vs Govt,TRR % MTD LOC,Excess Rtn % MTD,Asset Swap Spread,Prior Month-End Asset Swap Spread,OAS vs Swap ,Prior Month-End OAS vs Swap
'88160RAE',US88160RAE18,Tesla Inc,TSLA,5.3,8/15/25,B2,USD,US,Corporate,Industrials,Automotive,Automakers,SENR,1824,104.125,1.7225,0.12769,0,0.653,2.99,0.44,3.235,290,104.095,1.561,0.12866,0.682,3.123,0.536,3.378,303,0.182,0.176,290,300,280,291
'892231AA',US892231AA90,Townsquare Media Inc.,TSQ,6.5,4/1/23,B3,USD,US,Corporate,Industrials,Media,Media Content,SENR,277.1,97.521,1.281944,0.01811,0,2.068,7.688,2.066,7.688,760,97,1.083,0.01815,2.095,7.927,2.092,7.927,782,0.734,0.696,728,745,750,770
'87305RAH',US87305RAH21,TTM Technologies Inc,TTMI,5.625,10/1/25,BB3,USD,US,Corporate,Industrials,Technology & Electronics,Electronics,SENR,380,102.25,1.109375,0.02598,0,1.687,4.31,1.626,4.524,417,103.183,0.938,0.02642,0.083,1.138,0.082,1.387,102,-0.731,-0.735,361,101,408,93
'47010BAF',US47010BAF13,Jaguar Land Rover Automotive PLC,TTMTIN,4.5,10/1/27,B2,USD,GB,Corporate,Industrials,Automotive,Automakers,SENR,506.7,94.2095,0.8875,0.03187,0,5.692,5.532,5.725,5.531,497,91.399,0.75,0.03117,5.69,6.054,5.726,6.054,550,3.199,3.243,469,511,495,548
'47010BAA',US47010BAA26,Jaguar Land Rover Automotive PLC,TTMTIN,5.625,2/1/23,B2,USD,GB,Corporate,Industrials,Automotive,Automakers,SENR,506.7,100.2615,2.046875,0.03429,0,0.134,3.62,0.137,3.578,348,98.951,1.875,0.03411,1.972,6.145,1.926,6.145,603,1.471,1.438,338,578,334,590
'47010BAJ',US47010BAJ35,Jaguar Land Rover Automotive PLC,TTMTIN,7.75,10/15/25,B2,USD,GB,Corporate,Industrials,Automotive,Automakers,SENR,709.3,108.0313,1.270139,0.05127,0,1.695,5.149,2.318,5.312,496,107.125,1.033,0.05122,2.546,5.654,2.762,5.689,533,1.057,1.015,490,530,488,525
'88830MAK',US88830MAK80,Titan International Inc.,TWI,6.5,11/30/23,CCC3,USD,US,Corporate,Industrials,Capital Goods,Machinery,SECR,405.1,92.5,0.216667,0.02484,0,2.606,9.456,2.606,9.456,931,91.5,0.018,0.02475,2.629,9.843,2.629,9.843,968,1.31,1.266,869,896,923,959
'90184LAG',US90184LAG77,Twitter Inc,TWTR,3.875,12/15/27,BB2,USD,US,Corporate,Industrials,Media,Advertising,SENR,709.3,104.608,1.905208,0.04997,0,5.831,3.114,5.987,3.116,252,104.625,1.787,0.05039,5.861,3.114,6.01,3.115,254,0.095,0.15,252,253,251,252
'904311AA',US904311AA54,Under Armour Inc.,UA,3.25,6/15/26,BB3,USD,US,Corporate,Industrials,Retail,Specialty Retail,SENR,608,100.5925,1.597917,0.04109,0,4.726,3.127,4.899,3.121,268,99.875,1.499,0.04115,4.957,3.275,4.928,3.266,282,0.806,0.774,262,275,266,280
'910047AH',US910047AH22,United Airlines Holdings Inc,UAL,5,2/1/24,B1,USD,US,Corporate,Industrials,Transportation,Air Transportation,SENR,304,100,1.819444,0.02047,0,2.82,4.998,2.823,4.998,483,97.25,1.667,0.02008,2.832,5.963,2.835,5.963,577,2.935,2.889,469,552,476,569
'910047AJ',US910047AJ87,United Airlines Holdings Inc,UAL,4.25,10/1/22,B1,USD,US,Corporate,Industrials,Transportation,Air Transportation,SENR,405.3,100.5,0.838194,0.02716,0,1.708,3.957,1.706,3.957,387,100.02,0.708,0.02726,1.735,4.236,1.733,4.236,414,0.605,0.575,373,395,377,401
'910047AK',US910047AK50,United Airlines Holdings Inc,UAL,4.875,1/15/25,B1,USD,US,Corporate,Industrials,Transportation,Air Transportation,SENR,354.7,99.25,1.990625,0.02375,0,3.593,5.079,3.602,5.079,481,96.367,1.842,0.02326,3.601,5.878,3.609,5.878,559,3.087,3.037,467,534,476,554
'12663QAA',US12663QAA31,CVR Partners LP and CVR Nitrogen Finance Corporation,UAN,9.25,6/15/23,B2,USD,US,Corporate,Industrials,Basic Industry,Chemicals,SECR,653.6,100.9,4.547917,0.04558,0,0.469,7.411,0.467,7.465,736,99.375,4.265,0.04523,2.124,9.529,1.79,9.528,941,1.744,1.714,732,913,724,929
'90353TAF',US90353TAF75,UBER TECHNOLOGIES INC,UBER,7.5,5/15/25,CCC1,USD,US,Corporate,Industrials,Services,Support-Services,SENR,1013.3,107,0.5625,0.07208,0,1.341,4.922,1.738,5.111,481,106.75,0.333,0.07244,1.369,5.139,1.98,5.288,497,0.447,0.418,477,496,472,487
'90353TAG',US90353TAG58,UBER TECHNOLOGIES INC,UBER,6.25,1/15/28,CCC1,USD,US,Corporate,Industrials,Services,Support-Services,SENR,506.7,106.5,1.493056,0.03619,0,4.066,4.7,4.139,4.755,418,106,1.302,0.0363,4.092,4.822,4.266,4.875,431,0.644,0.633,411,425,414,427
'90353TAE',US90353TAE01,UBER TECHNOLOGIES INC,UBER,7.5,9/15/27,CCC1,USD,US,Corporate,Industrials,Services,Support-Services,SENR,1216,110,1.8125,0.08992,0,1.623,4.615,2.496,4.896,435,109.125,1.583,0.08988,1.648,5.132,2.95,5.241,471,0.997,0.972,422,462,428,464
'904678AQ',US904678AQ20,UniCredit S.p.A.,UCGIM,7.296,4/2/29,BB1,USD,IT,Corporate,Financial,Banking,Banking,T2,1266.7,120.3,1.418667,0.10197,0,6.355,4.356,6.378,4.175,349,120.404,1.196,0.10284,6.385,4.35,6.402,4.171,351,0.098,0.234,389,391,348,349
'904678AS',US904678AS85,UniCredit S.p.A.,UCGIM,5.459,6/30/30,BB1,USD,IT,Corporate,Financial,Banking,Banking,T2,1520,108.6566,2.45655,0.1117,0,7.334,4.342,7.369,4.12,335,109.54,2.29,0.11349,7.377,4.237,7.405,4.027,329,-0.641,-0.382,361,355,333,325
'904678AT',US904678AT68,UniCredit S.p.A.,UCGIM,5.459,6/30/35,BB1,USD,IT,Corporate,Financial,Banking,Banking,T2,1520,108.6566,2.45655,0.1117,0,7.334,4.342,8.848,4.368,334,109.54,2.29,0.11349,7.377,4.237,8.821,4.258,329,-0.641,-0.284,330,326,333,327
'909214BV',US909214BV97,Unisys Corporation,UIS,6.875,11/1/27,B1,USD,US,Corporate,Industrials,Technology & Electronics,Software/Services,SECR,491.5,110.221,0.821181,0.0361,0,2.608,4.207,3.502,4.443,388,108.53,0.611,0.03581,2.628,4.815,3.857,4.908,436,1.742,1.716,394,440,383,431
'911163AA',US911163AA17,United Natural Foods Inc.,UNFI,6.75,10/15/28,CCC1,USD,US,Corporate,Industrials,Consumer Goods,Food - Wholesale,SENR,506.7,103.601,0.9375,0.03503,0,4.067,5.883,5.018,5.93,529,103.75,0.731,0.03535,4.098,5.853,4.997,5.893,528,0.055,0.08,518,518,527,525
'20341WAE',US20341WAE57,Uniti Group Inc,UNIT,7.125,12/15/24,CCC1,USD,US,Corporate,Industrials,Real Estate,REITs,SENR,608,99,3.503125,0.04122,0,3.31,7.418,3.046,7.399,714,97.75,3.285,0.04101,3.329,7.783,3.284,7.783,751,1.453,1.406,694,724,709,745
'20341WAD',US20341WAD74,Uniti Group Inc,UNIT,8.25,10/15/23,CCC1,USD,US,Corporate,Industrials,Real Estate,REITs,SENR,1124.8,100.155,1.30625,0.07548,0,0.329,7.684,0.643,7.836,771,100.125,1.054,0.07598,0.358,7.822,0.889,7.964,781,0.279,0.268,752,761,757,768
'91327AAA',US91327AAA07,Uniti Group LP/Uniti Fiber Holdings Inc/Uniti Group Finance 2019 Inc/CSL Capital LLC,UNIT,7.875,2/15/25,B1,USD,US,Corporate,Industrials,Real Estate,REITs,SECR,2280,106.7835,2.559375,0.16488,0,1.094,5.136,1.315,5.297,502,106.283,2.319,0.16531,1.121,5.604,1.804,5.688,539,0.683,0.656,437,482,493,529
'20341WAA',US20341WAA36,Uniti Group Inc,UNIT,6,4/15/23,B1,USD,US,Corporate,Industrials,Real Estate,REITs,SECR,557.3,102.125,0.95,0.03799,0,0.342,-0.213,0.34,-0.185,-29,102.125,0.767,0.03828,0.372,0.283,0.369,0.312,19,0.178,0.175,-31,4,-42,6
'019576AA',US019576AA51,Allied Universal Holdco LLC / Allied Universal Finance Corporation,UNSEAM,6.625,7/15/26,B2,USD,US,Corporate,Industrials,Services,Support-Services,SECR,1965.9,106.25,2.705208,0.14166,0,1.469,4.537,2.332,4.728,430,107.5,2.503,0.14438,1.505,3.809,1.769,4.133,370,-0.952,-0.977,385,325,422,358
'019576AB',US019576AB35,Allied Universal Holdco LLC / Allied Universal Finance Corporation,UNSEAM,9.75,7/15/27,CCC2,USD,US,Corporate,Industrials,Services,Support-Services,SENR,1064,108.902,3.98125,0.07944,0,1.418,6.705,2.155,6.985,648,110.902,3.683,0.0814,1.457,5.536,1.55,5.952,545,-1.485,-1.508,585,490,640,532
'91153LAA',US91153LAA52,United Shore Financial Service Llc,UNSHFI,5.5,11/15/25,B1,USD,US,Corporate,Financial,Financial Services,Cons/Comm/Lease Financing,SENR,810.7,105,0.595833,0.05662,0,3.503,4.106,3.083,4.115,375,105.147,0.428,0.05714,2.709,4.074,3.071,4.081,370,0.02,-0.024,369,365,369,363
'91337CAA',US91337CAA45,Univar Solutions Usa Inc,UNVR,5.125,12/1/27,BB3,USD,US,Corporate,Industrials,Services,Support-Services,SENR,506.7,105.377,0.156597,0.03537,0,1.866,3.542,3.332,3.666,309,105.52,0,0.0357,1.896,3.492,3.287,3.627,306,0.013,-0.006,304,302,303,299
'90320LAG',US90320LAG23,UPC Holding B.V.,UPCB,5.5,1/15/28,B2,USD,NL,Corporate,Industrials,Media,Cable & Satellite TV,SENR,542.1,105.095,2.245833,0.03848,0,2.567,4.046,3.26,4.145,356,105.75,2.078,0.03902,1.74,3.725,2.955,3.927,335,-0.452,-0.467,326,305,350,328
'911365BG',US911365BG81,United Rentals (North America) Inc.,URI,4.875,1/15/28,BB3,USD,US,Corporate,Industrials,Services,Support-Services,SENR,1697.4,106.125,1.990625,0.12137,0,1.952,2.97,3.082,3.228,264,106.75,1.842,0.12306,1.985,2.703,2.846,3.015,244,-0.438,-0.462,241,221,257,235
'911363AM',US911363AM11,United Rentals Inc.,URI,3.875,2/15/31,BB3,USD,US,Corporate,Industrials,Services,Support-Services,SENR,1114.7,104.125,1.313194,0.07773,0,6.546,3.263,6.865,3.128,230,104.625,1.195,0.07875,5.052,3.189,6.759,3.046,226,-0.361,-0.187,221,217,227,223
'911365BE',US911365BE34,United Rentals (North America) Inc.,URI,5.875,9/15/26,BB3,USD,US,Corporate,Industrials,Services,Support-Services,SENR,1013.3,105.677,1.419792,0.07177,0,0.737,2.146,0.737,2.503,204,105.75,1.24,0.07238,0.767,2.191,0.766,2.54,208,0.1,0.094,161,167,196,197
'911365BF',US911365BF09,United Rentals (North America) Inc.,URI,5.5,5/15/27,BB3,USD,US,Corporate,Industrials,Services,Support-Services,SENR,1013.3,107.08,1.7875,0.07296,0,1.353,2.329,1.448,2.754,223,107.562,1.619,0.07386,1.385,2.07,1.422,2.476,196,-0.288,-0.306,190,167,213,183
'911365BN',US911365BN33,United Rentals (North America) Inc.,URI,4,7/15/30,BB3,USD,US,Corporate,Industrials,Services,Support-Services,SENR,760,104.75,1.633333,0.05347,0,4.924,3.282,6.493,3.155,237,105.25,1.511,0.05417,4.153,3.174,6.392,3.071,232,-0.354,-0.217,228,224,234,229
'911365BM',US911365BM59,United Rentals (North America) Inc.,URI,3.875,11/15/27,BB1,USD,US,Corporate,Industrials,Services,Support-Services,SECR,760,104.66,0.290625,0.05275,0,1.849,2.373,3.207,2.564,198,104.793,0.172,0.05326,1.879,2.328,3.151,2.529,196,-0.014,-0.031,190,188,192,188
'911365BL',US911365BL76,United Rentals (North America) Inc.,URI,5.25,1/15/30,BB3,USD,US,Corporate,Industrials,Services,Support-Services,SENR,760,110.875,2.14375,0.05681,0,3.634,3.012,4.979,3.213,247,111.625,1.983,0.05765,3.669,2.845,4.823,3.058,235,-0.519,-0.493,244,233,244,231
'91689LAA',US91689LAA89,Uralkali Finance Designated Activity Company,URKARM,4,10/22/24,BB3,USD,IE,Corporate,Industrials,Basic Industry,Chemicals,SENR,506.7,104.5,0.555556,0.03521,0,3.555,2.762,3.561,2.762,252,104.23,0.433,0.03541,3.583,2.843,3.589,2.843,258,0.375,0.323,249,254,247,252
'91740PAC',US91740PAC23,USA Compression Partners LP / USA Compression Finance Corp,USAC,6.875,4/1/26,B1,USD,US,Corporate,Industrials,Energy,Oil Field Equipment & Services,SENR,734.7,105.21,1.355903,0.05178,0,2.908,5.136,2.049,5.25,485,103.47,1.146,0.05131,2.926,5.713,3.349,5.834,543,1.864,1.821,401,530,478,537
'91740PAF',US91740PAF53,USA Compression Partners LP / USA Compression Finance Corp,USAC,6.875,9/1/27,B1,USD,US,Corporate,Industrials,Energy,Oil Field Equipment & Services,SENR,760,107.127,1.928819,0.05482,0,3.961,5.152,3.52,5.18,464,104.72,1.719,0.05401,3.971,5.723,4.368,5.79,526,2.459,2.444,450,516,459,523
'90333LAT',US90333LAT98,U.S. Concrete Inc.,USCR,5.125,3/1/29,B2,USD,US,Corporate,Industrials,Basic Industry,Building Materials,SENR,405.3,102.75,1.124653,0.02784,0,4.122,4.471,5.285,4.46,378,102.892,0.968,0.0281,4.153,4.442,5.253,4.424,377,0.014,0.064,364,363,375,374
'90290MAC',US90290MAC55,US Foods Inc,USFOOD,6.25,4/15/25,B2,USD,US,Corporate,Industrials,Consumer Goods,Food - Wholesale,SECR,1013.3,106.9665,0.989583,0.07235,0,1.278,3.198,1.292,3.406,311,106.355,0.799,0.07249,1.305,3.695,1.462,3.909,360,0.749,0.731,291,340,302,348
'90290MAB',US90290MAB72,US Foods Inc,USFOOD,5.875,6/15/24,B3,USD,US,Corporate,Industrials,Consumer Goods,Food - Wholesale,SENR,608,101,2.888542,0.04177,0,0.485,3.868,0.483,4.009,381,101.375,2.709,0.04225,0.516,3.277,0.514,3.431,321,-0.188,-0.19,376,316,369,306
'911684AD',US911684AD06,United States Cellular Corporation,USM,6.7,12/15/33,BB1,USD,US,Corporate,Industrials,Telecommunications,Telecom - Wireless,SENR,551.3,130.5,3.294167,0.04878,0,9.048,3.721,9.156,3.721,278,131,3.089,0.04935,9.087,3.684,9.184,3.684,280,-0.22,0.166,313,315,276,277
'07335BAA',US07335BAA44,BCPE Cycle Merger Sub II Inc,USRENA,10.625,7/15/27,CCC2,USD,US,Corporate,Industrials,Healthcare,Health Services,SENR,511.7,110.53,4.338542,0.03887,0,1.409,6.746,1.732,7.145,664,110.5,4.014,0.03912,1.438,6.82,1.784,7.195,670,0.31,0.285,596,607,655,658
'914906AT',US914906AT95,Univision Commmunications Inc.,UVN,9.5,5/1/25,B2,USD,US,Corporate,Industrials,Media,Media Content,SECR,374.9,111.25,1.081944,0.02785,0,1.296,4.399,1.292,4.609,432,110.75,0.792,0.02792,1.323,4.832,1.319,5.047,474,0.708,0.692,431,476,422,462
'914906AU',US914906AU68,Univision Commmunications Inc.,UVN,6.625,6/1/27,B2,USD,US,Corporate,Industrials,Media,Media Content,SECR,1520,106.5,0.202431,0.10727,0,3.857,4.984,3.777,5.043,452,106.75,0,0.10833,3.889,4.934,3.729,4.98,447,-0.045,-0.074,454,450,448,441
'914906AS',US914906AS13,Univision Commmunications Inc.,UVN,5.125,2/15/25,B2,USD,US,Corporate,Industrials,Media,Media Content,SECR,1499.1,101.125,1.665625,0.10191,0,2.008,4.573,2.178,4.646,436,100.625,1.509,0.10222,2.035,4.819,2.737,4.843,454,0.643,0.601,427,442,429,446
'57164PAG',US57164PAG19,Marriott Ownership Resorts Inc,VAC,6.125,9/15/25,BB2,USD,US,Corporate,Industrials,Leisure,Hotels,SECR,506.7,106.75,0.459375,0.03593,0,1.36,3.349,1.497,3.612,327,106.358,0.272,0.03607,1.388,3.666,1.682,3.911,355,0.543,0.521,318,349,317,344
'57164PAF',US57164PAF36,Marriott Ownership Resorts Inc,VAC,4.75,1/15/28,B2,USD,US,Corporate,Industrials,Leisure,Hotels,SENR,354.7,101,1.147917,0.02396,0,3.375,4.456,4.813,4.406,381,100.75,1.003,0.0241,3.403,4.53,4.893,4.459,388,0.388,0.405,364,371,379,385
'57165PAB',US57165PAB13,Marriott Ownership Resorts Inc and ILG LLC,VAC,6.5,9/15/26,B2,USD,US,Corporate,Industrials,Leisure,Hotels,SENR,760,105.25,1.570833,0.05369,0,0.73,3.672,0.776,4.025,357,105,1.372,0.05397,0.758,4.08,1.011,4.425,397,0.422,0.414,286,327,349,386
'92535WAA',US92535WAA80,Verscend Escrow Corp,VCVHHO,9.75,8/15/26,CCC2,USD,US,Corporate,Industrials,Healthcare,Health Services,SENR,1114.7,108.875,3.16875,0.0826,0,0.642,3.516,0.641,3.859,343,108.625,2.871,0.08298,0.67,4.087,0.668,4.427,399,0.491,0.487,255,307,333,387
'412690AF',US412690AF62,Harland Clarke Holdings Corp.,VERCST,8.375,8/15/22,CCC1,USD,US,Corporate,Industrials,Media,Printing & Publishing,SECR,810.7,101.138,2.721875,0.05569,0,0.173,1.803,0.176,1.789,170,102.125,2.466,0.05661,0.208,-1.877,0.21,-1.879,-198,-0.699,-0.702,68,-105,156,-208
'92346BAA',US92346BAA35,Vericast Corp/Harland Clarke Corp/Checks In The Mail Inc/Valassis Communications Inc/Valassis Direct Mail Inc/Valassis Manufacturing Company Inc,VERCST,12.5,5/1/24,CCC1,USD,US,Corporate,Industrials,Media,Printing & Publishing,SECR,329.3,105,1.423611,0.02318,0,0.158,-0.124,2.698,-0.124,1052,104.375,1.042,0.02318,0.158,3.762,2.721,3.786,1073,0.955,0.913,1061,1077,1045,1065
'92346LAE',US92346LAE39,Veritas US Inc / Veritas Bermuda Ltd,VERITS,7.5,9/1/25,B2,USD,US,Corporate,Industrials,Technology & Electronics,Software/Services,SECR,1773.4,102.625,2.333333,0.1231,0,2.384,6.425,2.829,6.56,622,101.095,2.104,0.12219,2.404,7.047,3.156,7.084,674,1.705,1.66,591,663,615,667
'92346LAB',US92346LAB99,Veritas US Inc / Veritas Bermuda Ltd,VERITS,7.5,2/1/23,B2,USD,US,Corporate,Industrials,Technology & Electronics,Software/Services,SECR,446.9,101.0099,2.729167,0.03066,0,0.136,0.077,0.14,0.077,0,101.226,2.5,0.03095,0.167,0.138,0.17,0.138,0,0.012,0.009,-15,-10,-14,-9
'92346LAA',US92346LAA17,Veritas US Inc / Veritas Bermuda Ltd,VERITS,10.5,2/1/24,CCC2,USD,US,Corporate,Industrials,Technology & Electronics,Software/Services,SENR,838.5,101.5,3.820833,0.05841,0,1.017,9.059,1.02,9.098,893,100.25,3.5,0.05808,1.04,10.24,1.516,10.248,1006,1.514,1.494,892,986,885,996
'923725AB',US923725AB12,Vermilion Energy Inc.,VETCN,5.625,3/15/25,B1,USD,CA,Corporate,Industrials,Energy,Energy - Exploration & Production,SENR,304,84.271,1.359375,0.01722,0,3.56,10.273,3.566,10.273,999,82.25,1.188,0.01693,3.571,10.912,3.577,10.912,1062,2.628,2.58,888,931,995,1057
'92240MBF',US92240MBF41,Vector Group Ltd,VGR,6.125,2/1/25,BB3,USD,US,Corporate,Industrials,Consumer Goods,Tobacco,SECR,861.3,101.28,2.228819,0.05896,0,1.066,4.946,1.064,5.107,483,101.25,2.042,0.0594,1.096,5.001,1.166,5.172,488,0.21,0.198,478,480,475,477
'92240MBJ',US92240MBJ62,Vector Group Ltd,VGR,10.5,11/1/26,CCC1,USD,US,Corporate,Industrials,Consumer Goods,Tobacco,SENR,562.4,107.522,1.195833,0.04044,0,0.832,7.396,1.405,7.678,723,107.25,0.875,0.0406,1.713,7.651,1.788,7.893,745,0.548,0.523,689,735,715,734
'92553PBD',US92553PBD33,Viacom Inc,VIAC,5.875,2/28/22,BB1,USD,US,Corporate,Industrials,Media,Media Content,JSUB,526.9,104.317,1.697222,0.03694,0,1.157,2.239,0.992,2.022,141,103,1.518,0.03677,1.18,3.382,0.798,2.504,193,1.432,1.398,173,233,138,194
'92553PBC',US92553PBC59,Viacom Inc,VIAC,6.25,2/28/27,BB1,USD,US,Corporate,Industrials,Media,Media Content,JSUB,658.7,111.815,1.805556,0.0495,0,5.117,4.076,4.411,3.067,244,110.825,1.615,0.04945,5.137,4.164,4.353,3.175,254,1.05,0.997,291,300,250,261
'92564RAC',US92564RAC97,VICI PROPERTIES INC,VICI,3.5,2/15/25,BB2,USD,US,Corporate,Industrials,Real Estate,REITs,SENR,760,102.055,1.1375,0.05187,0,2.96,2.818,2.748,2.849,256,102,1.031,0.05228,2.99,2.842,2.837,2.876,257,0.157,0.114,237,240,250,250
'92564RAD',US92564RAD70,VICI PROPERTIES INC,VICI,3.75,2/15/27,BB2,USD,US,Corporate,Industrials,Real Estate,REITs,SENR,760,101.836,1.21875,0.0518,0,3.799,3.275,4.402,3.258,274,102,1.104,0.05232,3.83,3.237,4.374,3.222,271,-0.048,-0.067,262,259,271,268
'92564RAE',US92564RAE53,VICI PROPERTIES INC,VICI,4.125,8/15/30,BB2,USD,US,Corporate,Industrials,Real Estate,REITs,SENR,1013.3,104.288,1.340625,0.07079,0,6.122,3.445,6.35,3.311,252,103.08,1.215,0.07056,6.139,3.635,6.534,3.51,276,1.279,1.438,242,264,249,272
'92564RAA',US92564RAA32,VICI PROPERTIES INC,VICI,4.25,12/1/26,BB2,USD,US,Corporate,Industrials,Real Estate,REITs,SENR,1266.7,103.75,0.129861,0.08703,0,3.637,3.235,3.619,3.256,277,103.75,0,0.08774,3.667,3.243,3.65,3.264,278,0.125,0.095,271,273,272,272
'92564RAB',US92564RAB15,VICI PROPERTIES INC,VICI,4.625,12/1/29,BB2,USD,US,Corporate,Industrials,Real Estate,REITs,SENR,1013.3,106.662,0.141319,0.07158,0,3.62,3.367,5.62,3.371,263,106.567,0,0.07209,3.649,3.4,5.601,3.388,268,0.222,0.295,261,266,260,264
'81783QAC',US81783QAC96,Seven Generations Energy Ltd,VIICN,5.375,9/30/25,BB3,USD,CA,Corporate,Industrials,Energy,Energy - Exploration & Production,SENR,709.3,102.25,1.075,0.04847,0,2.555,4.508,2.991,4.613,426,100.246,0.911,0.0479,2.573,5.277,3.605,5.23,487,2.143,2.096,408,468,420,481
'699320AH',US699320AH03,Paramount Resources Limited,VIICN,6.875,6/30/23,BB3,USD,CA,Corporate,Industrials,Energy,Integrated Energy,SENR,300,101.25,3.09375,0.0207,0,0.522,4.542,0.519,4.588,448,100.5,2.884,0.02071,0.548,5.974,0.554,6.041,591,0.929,0.925,445,576,437,578
'81783QAB',US81783QAB14,Seven Generations Energy Ltd,VIICN,6.75,5/1/23,BB3,USD,CA,Corporate,Industrials,Energy,Energy - Exploration & Production,SENR,382.9,101.288,0.76875,0.02584,0,0.38,3.345,0.377,3.402,330,100.25,0.562,0.02577,0.404,6.1,0.488,6.191,608,1.234,1.23,256,590,317,593
'92676XAD',US92676XAD93,Viking Cruises Ltd.,VIKCRU,5.875,9/15/27,CCC1,USD,US,Corporate,Industrials,Leisure,Recreation & Travel,SENR,836,94.97,1.419792,0.0533,0,5.377,6.814,5.353,6.809,626,94.75,1.24,0.05358,5.404,6.853,5.38,6.849,631,0.416,0.447,594,598,624,629
'91832VAA',US91832VAA26,VOC ESCROW LTD,VIKCRU,5,2/15/28,B2,USD,US,Corporate,Industrials,Leisure,Recreation & Travel,SECR,684,98.5,1.625,0.04529,0,5.856,5.252,5.555,5.206,461,97,1.472,0.04497,5.867,5.509,5.702,5.481,490,1.678,1.728,446,470,459,488
'92676XAE',US92676XAE76,Viking Cruises Ltd.,VIKCRU,13,5/15/25,B3,USD,US,Corporate,Industrials,Leisure,Recreation & Travel,SECR,684,118,0.975,0.05382,0,1.341,0.328,1.337,0.53,24,117.5,0.578,0.05392,1.367,0.873,1.363,1.08,77,0.76,0.743,15,70,14,65
'92676XAC',US92676XAC11,Viking Cruises Ltd.,VIKCRU,6.25,5/15/25,CCC1,USD,US,Corporate,Industrials,Leisure,Recreation & Travel,SENR,253.3,96.5,0.46875,0.01624,0,3.77,7.185,3.769,7.185,688,96,0.278,0.01628,3.795,7.317,3.802,7.317,700,0.718,0.668,660,669,685,696
'92856HAB',US92856HAB06,Vivo Energy Investments B.V.,VIVENE,5.125,9/24/27,BB1,USD,GB,Corporate,Industrials,Energy,Oil Refining & Marketing,SENR,354.7,106.4269,1.110417,0.02523,0,2.565,3.561,4.005,3.63,307,106.524,0.954,0.02545,2.595,3.541,3.983,3.607,306,0.056,0.035,301,300,303,301
'92856JAB',US92856JAB61,Vizient Inc.,VIZIEN,6.25,5/15/27,B2,USD,US,Corporate,Industrials,Healthcare,Health Services,SENR,304,107.375,0.46875,0.02168,0,1.361,3.08,1.491,3.517,300,106.625,0.278,0.0217,1.387,3.644,1.736,4.025,351,0.88,0.862,291,344,290,340
'92858RAA',US92858RAA86,Vmed O2 UK Financing I Plc,VMDTEF,4.25,1/31/31,BB2,USD,GB,Corporate,Industrials,Telecommunications,Telecom - Wireless,SECR,1368,102.313,0.920833,0.0934,0,6.79,3.912,7.262,3.817,300,102.625,0.791,0.09445,6.823,3.869,7.215,3.767,299,-0.176,0.039,288,288,297,296
'92769VAJ',US92769VAJ89,Virgin Media Finance PLC,VMED,5,7/15/30,B2,USD,GB,Corporate,Industrials,Media,Cable & Satellite TV,SENR,937.3,104.626,2.513889,0.06642,0,4.75,4.261,6.332,4.176,340,105,2.361,0.06718,4.783,4.191,6.265,4.113,338,-0.206,-0.071,328,326,338,334
'92770QAA',US92770QAA58,Virgin Media Vendor Financing Notes IV Designated Activity Company,VMED,5,7/15/28,B2,USD,GB,Corporate,Industrials,Media,Cable & Satellite TV,SENR,506.7,102.532,2.333333,0.03514,0,3.987,4.384,4.997,4.381,375,103,2.181,0.03558,4.02,4.276,4.894,4.277,367,-0.3,-0.276,355,348,372,363
'92769XAR',US92769XAR61,Virgin Media Sec Finance PLC,VMED,4.5,8/15/30,BB2,USD,GB,Corporate,Industrials,Media,Cable & Satellite TV,SECR,927.2,104.375,2.0375,0.06525,0,4.9,3.813,6.528,3.721,293,105,1.9,0.06617,4.936,3.697,6.422,3.618,287,-0.456,-0.312,283,277,291,284
'92769XAM',US92769XAM74,Virgin Media Sec Finance PLC,VMED,5.5,8/15/26,BB2,USD,GB,Corporate,Industrials,Media,Cable & Satellite TV,SECR,760,104.125,1.7875,0.05324,0,0.651,3.324,0.878,3.685,324,104.625,1.619,0.05391,0.683,2.718,0.687,3.072,262,-0.312,-0.317,230,191,314,250
'92769XAP',US92769XAP06,Virgin Media Sec Finance PLC,VMED,5.5,5/15/29,BB2,USD,GB,Corporate,Industrials,Media,Cable & Satellite TV,SECR,1444,107.83,0.4125,0.10337,0,3.111,3.799,4.831,3.888,320,108.5,0.244,0.10484,3.145,3.615,4.679,3.734,307,-0.462,-0.442,319,308,316,303
'92763MAA',US92763MAA36,Viper Energy Partners LP,VNOM,5.375,11/1/27,BB2,USD,US,Corporate,Industrials,Energy,Energy - Exploration & Production,SENR,486.3,104.75,0.612153,0.03389,0,1.775,4.114,3.458,4.14,357,105.787,0.448,0.03449,1.81,3.589,2.967,3.8,324,-0.822,-0.841,347,315,352,316
